facilityName;streetAdress;city;state;zipCode;publicPhone
FENTON POST OFFICE;10 FENTON PLAZA;FENTON;MO;63026;6362035298
FESTUS PUBLIC LIBRARY;400 WEST MAIN STREET;FESTUS;MO;63028;6369372017
FLORISSANT POST OFFICE;2200 N HWY 67;FLORISSANT;MO;63033;3148306150
FORSYTH POST OFFICE;215 SHADOW ROCK DR.;FORSYTH;MO;65653;4175463802
FREDERICKTOWN POST OFFICE;155 S MAIN ST;FREDERICKTOWN;MO;63645;5737832446
CALLAWAY COUNTY PUBLIC LIBRARY;710 COURT ST;FULTON;MO;65251;5736427261
FULTON POST OFFICE;301 COURT STREET;FULTON;MO;65251;5736422857
GALLATIN POST OFFICE;111 SOUTH MAIN;GALLATIN;MO;64640;6606633312
GOWER POST OFFICE;99 N 3RD ST;GOWER;MO;64454;8164243322
GRAIN VALLEY POST OFFICE;112 W WALNUT ST;GRAIN VALLEY;MO;64029;8162282024
GRANDVIEW POST OFFICE;1415 MAIN ST;GRANDVIEW;MO;64030;8167610345
CLERK OF CIRCUIT COURT WORTH COUNTY;11 WEST 4TH STREET;GRANT CITY;MO;64456;6605642210
CLERK OF CIRCUIT COURT DADE COUNTY;300 WEST WATER;GREENFIELD;MO;65661;4176372271
CLERK OF CIRCUIT COURT WAYNE COUNTY;109 WALNUT ST;GREENVILLE;MO;63944;5732245600
HAMILTON POST OFFICE;106 W BIRD ST;HAMILTON;MO;64644;8165832422
HANNIBAL POST OFFICE;801 BROADWAY;HANNIBAL;MO;63401;5732210957
HARRISONVILLE POST OFFICE;305 EAST MECHANIC STREET;HARRISONVILLE;MO;64701;8163803841
HAYTI POST OFFICE;607 E WASHINGTON STREET;HAYTI;MO;63851;5733590418
HAZELWOOD  POST OFFICE;6135 N LINDBERGH  BLVD;HAZELWOOD;MO;63042;3147311613
SCENIC REGIONAL LIBRARY HERMANN BRANCH;601 MARKET STREET;HERMANN;MO;65041;5734862024
CLERK OF CIRCUIT COURT HICKORY COUNTY;23645 POLK ST SUITE 201;HERMITAGE;MO;65668;4177456421
HIGH RIDGE POST OFFICE;2829 HIGH RIDGE BLVD;HIGH RIDGE;MO;63049;6366771786
JEFFERSON COUNTY LIBRARY NORTHWEST;5680 STATE ROAD PP;HIGH RIDGE;MO;63049;6366778186
JEFFERSON COUNTY COURTHOUSE;300 MAIN ST;HILLSBORO;MO;63050;6367975443
HOUSTON MAIN POST OFFICE;203 N FIRST ST;HOUSTON;MO;65483;4179672376
KANSAS CITY PUBLIC LIBRARY- TRAILS WEST BRANCH;11401 E 23RD ST;INDEPENDENCE;MO;64052;8167013483
OZARK REGIONAL LIBRARY;402 N MAIN ST;IRONTON;MO;63650;5735462615
JASPER POST OFFICE;122 W GRAND ST;JASPER;MO;64755;4173942519
JEFFERSON CITY POST OFFICE;131 W HIGH ST;JEFFERSON CITY;MO;65101;5736364186
JOPLIN MAIN POST OFFICE;101 NORTH MAIN STREET;JOPLIN;MO;64801;4176236176
JOPLIN PUBLIC LIBRARY;1901 EAST 20TH ST;JOPLIN;MO;64804;4176237953
CLERK OF CIRCUIT COURT CLARK COUNTY;111 E COURT STREET SUITE 210;KAHOKA;MO;63445;6607273292
CIVIC CENTER;601 EAST 12TH STREET;KANSAS CITY;MO;64106;8163749182
GLADSTONE POST OFFICE;7170 N BROADWAY;KANSAS CITY;MO;64118;8164366587
HICKMAN MILLS STATION;6921 E 111TH STREET;KANSAS CITY;MO;64134;8167630542
KANSAS CITY PUBLIC LIBRARY- WESTPORT BRANCH;118 WESTPORT RD;KANSAS CITY;MO;64111;8167013488
KANSAS CITY PUBLIC LIBRARY-RUIZ BRANCH;2017 WEST PENNWAY;KANSAS CITY;MO;64108;8167013487
KANSAS MAIN OFFICE WINDOW UNIT;30 W PERSHING RD SUITE 112;KANSAS CITY;MO;64108;8163749182
LONGVIEW STATION;8800 RAYTOWN RD;KANSAS CITY;MO;64138;8167373275
MARTIN CITY STATION;10 E 135TH STREET;KANSAS CITY;MO;64145;8169438589
DUNKLIN COUNTY CIRCUIT CLERK;1175 FLOYD STREET;KENNETT;MO;63857;5738882456
KENNETT POST OFFICE;201 NORTH MAIN STREET;KENNETT;MO;63857;5738882588
CHARITON COUNTY CIRCUIT CLERK OFFICE;306 SOUTH CHERRY ST;KEYTESVILLE;MO;65261;6602883602
KIRKSVILLE POST OFFICE;210 EAST JEFFERSON ST;KIRKSVILLE;MO;63501;6606656077
KIRKWOOD POSTAL STORE;343 SOUTH KIRKWOOD ROAD STE 5;KIRKWOOD;MO;63122;3149660638
KIRKWOOD PUBLIC LIBRARY;140 E JEFFERSON AVE;KIRKWOOD;MO;63122;3148215770
KNOB NOSTER POST OFFICE;505 WEST MCPHERSON ST.;KNOB NOSTER;MO;65336;6605632808
LAMAR MAIN POST OFFICE;131 WEST 11TH STREET;LAMAR;MO;64759;4176825435
LAWSON POST OFFICE;420 N PENNSYLVANIA AVE;LAWSON;MO;64062;8165807042
LACLEDE COUNTY RECORDER OFFICE;200 NORTH ADAMS;LEBANON;MO;65536;4175324011
LEE SUMMIT POSTAL STORE;1404  SW MARKET STREET;LEE SUMMIT;MO;64081;8165254173
LIBERTY POST OFFICE;1000 PROGRESS DRIVE;LIBERTY;MO;64068;8167922872
MACKS CREEK POSTAL STORE;13073 W US  HWY 54;MACKS CREEK;MO;65786;5733635431
CLERK OF CIRCUIT COURT SALINE COUNTY;19 E ARROW;MARSHALL;MO;65340;6608862300
WEBSTER COUNTY CIRCUIT COURT;101 S CRITTENDEN RM 22;MARSHFIELD;MO;65706;4178592041
MARYVILLE POST OFFICE;507 NORTH FILLMORE STREET;MARYVILLE;MO;64468;6605822751
MAYSVILLE POST OFFICE;303 WEST MAIN STREET;MAYSVILLE;MO;64469;8164495800
SCOTLAND COUNTY CIRCUIT CLERKS OFFICE;117 SOUTH MARKET SUITE 200;MEMPHIS;MO;63555;6604658605
AUDRAIN CO CIRCUIT CLERK OFFICE;101 N JEFFERSON ROOM 204;MEXICO;MO;65265;5734735840
MILAN POST OFFICE;100 EAST 4TH STREET;MILAN;MO;63556;6602653200
MOBERLY POST OFFICE;121 JOHNSON ST;MOBERLY;MO;65270;6602635522
MOUNTAIN GROVE POST OFFICE;111 SOUTH UNION ST;MOUNTAIN GROVE;MO;65711;4179265711
MOUNTAIN VIEW POST OFFICE;110 WEST SECOND STREET;MOUNTAIN VIEW;MO;65548;4179342392
NEOSHO POST OFFICE;101 E HICKORY STREET;NEOSHO;MO;64850;4174514172
NEWTON COUNTY CIRCUIT CLERK;123 E MAIN;NEOSHO;MO;64850;4174518210
NEVADA POST OFFICE;104 S OAK ST;NEVADA;MO;64772;4176675241
SCENIC REGIONAL LIBRARY NEW HAVEN BRANCH;200 DOUGLAS STREET;NEW HAVEN;MO;63068;5732372189
CLERK OF CIRCUIT COURT NEW MADRID COUNTY;450 MAIN STREET;NEW MADRID;MO;63869;5737482228
NIXA POST OFFICE;404 W SOUTH ST;NIXA;MO;65714;4177255112
OFALLON POST OFFICE;401 CHURCH STREET;OFALLON;MO;63366;6362723811
ST. CHARLES CITY-COUNTY LIBRARY DISTRICT, MIDDENDORF-KREDELL BRANCH;2750 HIGHWAY K;OFALLON;MO;63368;6369787926
CLERK OF CIRCUIT COURT HOLT COUNTY;102 WEST NODAWAY;OREGON;MO;64473;6604463301
OSAGE BEACH LIBRARY;1064 GUTRIDGE LANE;OSAGE BEACH;MO;65065;5733483282
ST CLAIR CO CIRCUIT CLERK OFFICE;655 2ND STREET;OSCEOLA;MO;64776;4176462226
SCENIC REGIONAL LIBRARY OWENSVILLE BRANCH;503 OLIVE STREET;OWENSVILLE;MO;65066;5734372188
OZARK POST OFFICE;1450 W JACKSON ST;OZARK;MO;65721;4175812754
SCENIC REGIONAL LIBRARY PACIFIC BRANCH;111 LAMAR PARKWAY;PACIFIC;MO;63069;6362572712
PARK HILLS POST OFFICE;302 TJ STEWART DRIVE;PARK HILLS;MO;63601;5734314906
ST. FRANCOIS COUNTY HEALTH CENTER;1025 WEST MAIN;PARK HILLS;MO;63601;5734311947
PERRYVILLE POST OFFICE;322 PCR 812;PERRYVILLE;MO;63775;5735474343
MCDONALD COUNTY COURTHOUSE;602 MAIN ST;PINEVILLE;MO;64856;4172237512
PLATTE CITY POST OFFICE;1101 HAMPTON LANE;PLATTE CITY;MO;64079;8168582431
POINT LOOKOUT POST OFFICE;9998 ACADEMIC  AVE.;POINT LOOKOUT;MO;65726;4173344050
POLO POST OFFICE;104 WEST ELM ST;POLO;MO;64671;6603542666
BUTLER COUNTY CIRCUIT CLERK;100 N MAIN;POPLAR BLUFF;MO;63901;5736868082
POPLAR BLUFF MUNICIPAL LIBRARY;318 NORTH MAIN STREET;POPLAR BLUFF;MO;63901;5736868639
POPLAR BLUFF POST OFFICE;430 POPLAR STREET;POPLAR BLUFF;MO;63901;5737851491
COUNTY CLERKS OFFICE- WASHINGTON COUNTY;102 N. MISSOURI ST;POTOSI;MO;63664;5734386111
CLERK OF CIRCUIT COURT MERCER COUNTY;802 EAST MAIN ST;PRINCETON;MO;64673;6607484335
RAYTOWN POST OFFICE;10501 E 63RD ST;RAYTOWN;MO;64133;8163560686
REEDS SPRING POST OFFICE;22153 MAIN ST;REEDS SPRING;MO;65737;4172723243
REPUBLIC POST OFFICE;660 E HARRISON STREET;REPUBLIC;MO;65738;4177324733
CLERK OF CIRCUIT COURT RAY COUNTY;100 W MAIN ST STE 22;RICHMOND;MO;64085;8167763377
ROCK PORT POST OFFICE;110 W OPP ST;ROCK PORT;MO;64482;6607442188
ROGERSVILLE POST OFFICE;226 W CENTER ST;ROGERSVILLE;MO;65742;4177532811
PHELPS COUNTY CLERK;200 N MAIN ST STE 102;ROLLA;MO;65401;5734586115
ST. CHARLES CITY-COUNTY LIBRARY DISTRICT, KISKER ROAD BRANCH;1000 KISKER ROAD;SAINT CHARLES;MO;63304;6364477323
ROLLING HILLS CONSOLIDATED LIBRARY BELT BRANCH;1904 N BELT HWY;SAINT JOSEPH;MO;64506;8162325479
ST. CHARLES CITY-COUNTY LIBRARY DISTRICT, SPENCER ROAD BRANCH;427 SPENCER ROAD;SAINT PETERS;MO;63376;6364472320
DENT COUNTY JUDICIAL BUILDING;112 E 5TH STREET SUITE 2;SALEM;MO;65560;5737292198
SALEM POST OFFICE;303 N JACKSON STREET;SALEM;MO;65560;5737293442
SARCOXIE POST OFFICE;216 N 5TH ST;SARCOXIE;MO;64862;4175483531
ROLLING HILLS CONSOLIDATED LIBRARY SAVANNAH BRANCH;514 W MAIN ST;SAVANNAH;MO;64485;8162325479
SEDALIA POST OFFICE;405 EAST 5TH STREET;SEDALIA;MO;65301;6608268887
SHELBY COUNTY CIRCUIT CLERK;100 E MAIN;SHELBYVILLE;MO;63469;5736332151
SIKESTON PUBLIC LIBRARY;121 E NORTH ST;SIKESTON;MO;63801;5734714140
SPRINGFIELD MAIN POST OFFICE;500 W CHESTNUT EXPY;SPRINGFIELD;MO;65801;4178640117
THE LIBRARY CENTER- SPRINGFIELD-GREENE COUNTY LIBRARY DISTRICT;4653 S CAMPBELL AVE;SPRINGFIELD;MO;65810;4178835341
THE LIBRARY STATION SPRINGFIELD-GREENE COUNTY LIBRARY;2535 NORTH KANSAS EXPRESSWAY;SPRINGFIELD;MO;65803;4178651340
ST ANN POST OFFICE;10401 INTERNATIONAL PLAZA DRIVE;ST ANN;MO;63074;3144287153
SAINT CHARLES COUNTY DEPT OF PUBLIC HEALTH;1650 BOONES LICK RD;ST CHARLES;MO;63301;6369497412
ST CHARLES MAIN POST OFFICE;1890 FIRST CAPITOL DR;ST CHARLES;MO;63301;6369492291
SCENIC REGIONAL LIBRARY ST CLAIR BRANCH;515 EAST SPRINGFIELD ROAD;ST CLAIR;MO;63077;6366292546
ST JOSEPH MAIN POST OFFICE;201 SOUTH 8TH ST;ST JOSEPH;MO;64501;8163643231
AFFTON POST OFFICE;55 GRASSO PLAZA;ST LOUIS;MO;63123;3145447929
CHARLES J COYLE BRANCH;1203 LEMAY FERRY ROAD;ST LOUIS;MO;63125;3145445169
CLAYTON BRANCH;7750 MARYLAND AVE;ST LOUIS;MO;63105;3148621822
CREVE COEUR POST OFFICE;331 N NEW BALLAS ROAD;ST LOUIS;MO;63141;3144323664
DES PERES POST OFFICE;1015 GRUPP RD;ST LOUIS;MO;63131;3149666397
GAFFNEY BRANCH;2318 WOODSON RD;ST LOUIS;MO;63114;3144274109
GRAVOIS STATION;4455 RIDGEWOOD;ST LOUIS;MO;63116;3144810014
JENNINGS BRANCH;9810 HALLS FERRY RD;ST LOUIS;MO;63136;3148670814
MACKENZIE POINTE BRANCH POST OFFICE;7217 WATSON ROAD;ST LOUIS;MO;63119;3143515281
MARIAN OLDHAM POST OFFICE;4021 LACLEDE AVE;ST LOUIS;MO;63108;3145335058
NORTH COUNTY BRANCH;11001 DUNKLIN DRIVE;ST LOUIS;MO;63138;3148690566
OLIVETTE BRANCH;9621 OLIVE BLVD;ST LOUIS;MO;63132;3149940529
SAINT LOUIS MAIN POST OFFICE (CARRIER SQUARE);1720 MARKET ST, RM 1009;ST LOUIS;MO;63155;3144366853
SAPPINGTON BRANCH;11662 GRAVOIS RD;ST LOUIS;MO;63126;3148432560
SOUTH COUNTY BRANCH;5636 TELEGRAPH RD;ST LOUIS;MO;63129;3148464152
SOUTH COUNTY POSTAL STORE;375 A SOUTH COUNTY CENTERWAY;ST LOUIS;MO;63129;3148464152
SOUTHWEST STATION;3232 CLIFTON AVE;ST LOUIS;MO;63139;3146450902
ST LOUIS PUBLIC LIBRARY-CARPENTER BRANCH;3309 S GRAND BLVD;ST LOUIS;MO;63118;3147726586
ST LOUIS PUBLIC LIBRARY-JULIA DAVIS BRANCH;4415 NATURAL BRIDGE AVE;ST LOUIS;MO;63115;3143833021
ST LOUIS PUBLIC LIBRARY-SCHLAFLY BRANCH;225 N EUCLID AVE;ST LOUIS;MO;63108;3143674120
UNIVERSITY CITY POST OFFICE;561 KINGSLAND AVE;ST LOUIS;MO;63130;3147261067
UNIVERSITY OF MISSOURI - ST LOUIS;1 UNIVERSITY BLVD SSB RM 301;ST LOUIS;MO;63121;3145167297
WEST COUNTY BRANCH;2002 CONGRESSIONAL DR.;ST LOUIS;MO;63146;3149931402
ST PETERS POST OFFICE;7055 MEXICO ROAD;ST PETERS;MO;63376;6363975809
STE GENEVIEVE COUNTY HEALTH DEPT;115 BASLER DRIVE;STE GENEVIEVE;MO;63670;5738837411
CLERK OF CIRCUIT COURT CRAWFORD COUNTY;302 W MAIN STREET;STEELVILLE;MO;65565;5737752866
CLERK OF CIRCUIT COURT CEDAR COUNTY;113 SOUTH STREET;STOCKTON;MO;65785;4172766700
STURGEON POST OFFICE;111 NORTH WENTZ STREET;STURGEON;MO;65284;5736873885
SCENIC REGIONAL LIBRARY SULLIVAN  BRANCH;525 CUMBERLAND WAY;SULLIVAN;MO;63080;5734684372
SUNRISE BEACH POST OFFICE;14190 N STATE HWY 5;SUNRISE BEACH;MO;65079;5733747993
CLERK OF CIRCUIT COURT GRUNDY COUNTY;700 MAIN ST SUITE 7;TRENTON;MO;64683;6603594040
LINCOLN COUNTY HEALTH DEPARTMENT;5 HEALTH DEPARTMENT DRIVE;TROY;MO;63379;6365286117
MILLER COUNTY RECORDER OFFICE;2001 HIGHWAY 52;TUSCUMBIA;MO;65082;5733691935
SCENIC REGIONAL LIBRARY- UNION BRANCH;251 UNION PLAZA DR;UNION;MO;63084;6365833224
UNION POST OFFICE;1276 NORTH HIGHWAY 47;UNION;MO;63084;6365832442
CLERK OF CIRCUIT COURT PUTNAM COUNTY;1601 MAIN STREET  ROOM 204;UNIONVILLE;MO;63565;6609472071
VAN BUREN POST OFFICE;307 W OLIVER ST.;VAN BUREN;MO;63965;5733234703
MORGAN COUNTY CIRCUIT CLERK;211 E NEWTON STREET SUITE 4;VERSAILLES;MO;65084;5733784413
WARRENSBURG POST OFFICE;201 EAST GAY STREET;WARRENSBURG;MO;64093;6607475211
SCENIC REGIONAL LIBRARY- WARREN BRANCH;912 S HIGHWAY 47;WARRENTON;MO;63383;6364563321
WARRENTON POST OFFICE;501 E BOONESLICK RD;WARRENTON;MO;63383;6364563324
WASHINGTON POST OFFICE;1777 WASHINGTON CROSSING;WASHINGTON;MO;63090;6362393207
WASHINGTON PUBLIC LIBRARY;410 LAFAYETTE STREET;WASHINGTON;MO;63090;6363901070
PULASKI COUNTY CIRCUIT CLERK;301 HISTORIC ROUTE 66 EAST SUITE 202;WAYNESVILLE;MO;65583;5737744755
WEBB CITY POST OFFICE;220 W DAUGHERTY ST;WEBB CITY;MO;64870;4176734346
WEBSTER GROVES PUBLIC LIBRARY;301 E LOCKWOOD AVE;WEBSTER GROVES;MO;63119;3149613784
ST CHARLES CITY-COUNTY LIBRARY DISTRICT, CORPORATE PARKWAY BRANCH;1200 CORPORATE PARKWAY;WENTZVILLE;MO;63385;6363274010
WEST PLAINS POST OFFICE;212 WASHINGTON  AVE;WEST PLAINS;MO;65775;4172565775
WILLARD POST OFFICE;107 WILLEY ST;WILLARD;MO;65781;4177423311
SCENIC REGIONAL LIBRARY WRIGHT CITY BRANCH;60 WILDCAT DRIVE;WRIGHT CITY;MO;63390;6369446100
