facilityName;streetAdress;city;state;zipCode;publicPhone
LACROSSE WI POST OFFICE;425 STATE ST.;LACROSSE;WI;54601;6087918100
LADYSMITH POST OFFICE;212 MINER AVE W.;LADYSMITH;WI;54848;7155323400
LAKE GENEVA POST OFFICE;672 W. MAIN STREET;LAKE GENEVA;WI;53147;2622483545
LAKEWOOD POST OFFICE;15283 STATE HWY 32;LAKEWOOD;WI;54138;7152767667
GRANT COUNTY CLERK OF COURT;130 W. MAPLE ST.;LANCASTER;WI;53813;6087232752
LODI POST OFFICE;113 1ST STREET;LODI;WI;53555;6085924220
DANE COUNTY CLERK OF COURTS;215 S. HAMILTON ST.;MADISON;WI;53703;6082664311
MADISON - WESTSIDE STATION;733 STRUCK STREET;MADISON;WI;53711;6082741793
MADISON POST OFFICE;3902 MILWAUKEE STREET;MADISON;WI;53714;6082461277
SOUTHSIDE STATION MADISON POST OFFICE;820 W. WINGRA DR.;MADISON;WI;53715;6082506514
MANITOWOC POST OFFICE;1202 FRANKLIN STREET;MANITOWOC;WI;54220;9206826166
MANITOWOC WI COUNTY CLERK;1010 SOUTH EIGHTH ST.;MANITOWOC;WI;54220;9206834003
MARATHON MAIN POST OFFICE;305 WALNUT ST.;MARATHON;WI;54448;7154432026
MARINETTE COUNTY CLERK OF COURT;1926 HALL AVE.;MARINETTE;WI;54143;7157327450
MARINETTE POST OFFICE;2016 MAPLE AVE.;MARINETTE;WI;54143;7157357342
MARSHFIELD POST OFFICE;202 S. CHESTNUT AVE.;MARSHFIELD;WI;54449;7153892215
CLERK OF COURT JUNEAU COUNTY;200 OAK STREET;MAUSTON;WI;53948;6088479357
JUNEAU COUNTY CLERKS OFFICE;220 EAST STATE ST.;MAUSTON;WI;53948;6088479300
MAYVILLE POST OFFICE;7 N. SCHOOL STREET;MAYVILLE;WI;53050;9203875350
CLERK OF COURT TAYLOR COUNTY;224 S. 2ND STREET;MEDFORD;WI;54451;7157481425
MEDFORD POST OFFICE;120 W. BROADWAY AVE.;MEDFORD;WI;54451;7157483981
MENASHA POST OFFICE;84 RACINE STREET;MENASHA;WI;54952;9207220326
MENOMONEE FALLS POST OFFICE;N85 W16110 APPLETON AVE;MENOMONEE FALLS;WI;53051;2622514016
DUNN COUNTY CLERK OF COURT;615 STOKKE PARKWAY;MENOMONIE;WI;54751;7152322611
MERRILL POST OFFICE;430 E. 2ND ST.;MERRILL;WI;54452;7155393287
MIDDLETON POST OFFICE;7613 ELMWOOD AVE.;MIDDLETON;WI;53562;6088315501
AIRPORT MAIL CENTER;5500 S. HOWELL AVE.;MILWAUKEE;WI;53237;4144810272
BAY VIEW POST OFFICE;1603 E. OKLAHOMA AVE.;MILWAUKEE;WI;53207;4144810219
FRED JOHN POST OFFICE;5555 N. 91ST ST.;MILWAUKEE;WI;53225;4144663738
GREENFIELD BRANCH;7353 W. FOREST HOME;MILWAUKEE;WI;53220;4145458744
JUNEAU STATION;606 EAST JUNEAU AVE.;MILWAUKEE;WI;53202;4142890809
MILWAUKEE MAIN OFFICE;345 W. ST. PAUL AVE.;MILWAUKEE;WI;53203;4142702308
MILWAUKEE WI COUNTY CLERK;901 N. NINTH STREET;MILWAUKEE;WI;53233;4142784067
NORTH MILWAUKEE STATION;5995 N. TEUTONIA AVE.;MILWAUKEE;WI;53209;4144663735
NORTH SHORE POST OFFICE;5651 N. LYDELL AVE.;MILWAUKEE;WI;53217;4149629831
ROOT RIVER BRANCH POST OFFICE MILWAUKEE WI;11015 W. OKLAHOMA AVENUE;MILWAUKEE;WI;53227;4145458782
SEQUOIA RETAIL POST OFFICE;6825 W. BROWN DEER RD.;MILWAUKEE;WI;53223;4143544430
WAUWATOSA BRANCH WI POST OFFICE;1655 N. MAYFAIR RD.;MILWAUKEE;WI;53226;4142589210
WEST MILWAUKEE BRANCH POST OFFICE;4300 W. LINCOLN AVE.;MILWAUKEE;WI;53219;4146430443
MINOCQUA POST OFFICE;126 W. FRONT ST.;MINOCQUA;WI;54548;7153563373
MONROE POST OFFICE;1724 11TH STREET;MONROE;WI;53566;6083253031
MARQUETTE COUNTY CLERK;77 WEST PARK STREET;MONTELLO;WI;53949;6082973016
MOSINEE POST OFFICE;408 2ND STREET;MOSINEE;WI;54455;7156932315
MOUNT HOREB POST OFFICE;108 S. FIRST ST.;MOUNT HOREB;WI;53572;6084375133
MUKWONAGO POST OFFICE;911 GREENRIDGE CENTER;MUKWONAGO;WI;53149;2623637741
MUSKEGO POST OFFICE;S74W16860 JANESVILLE RD.;MUSKEGO;WI;53150;4144229501
NEENAH POST OFFICE;130 W. FRANKLIN AVE.;NEENAH;WI;54956;9207250577
CLARK COUNTY CLERK OF CIRCUIT COURT;517 COURT STREET;NEILLSVILLE;WI;54456;7157435181
NEW BERLIN POST OFFICE;15300 W. HOWARD AVE.;NEW BERLIN;WI;53151;2627972510
OAK CREEK POST OFFICE;200 E. CENTENNIAL DR.;OAK CREEK;WI;53154;4147660583
OCONOMOWOC POST OFFICE;38 S. MAIN STREET;OCONOMOWOC;WI;53066;2625677241
OCONTO FALLS POST OFFICE;145 N. FRANKLIN ST.;OCONTO FALLS;WI;54154;9208460439
ONALASKA POST OFFICE;304 11TH AVE N;ONALASKA;WI;54650;6087818777
OOSTBURG POST OFFICE;1508 CENTER AVE.;OOSTBURG;WI;53070;9205642533
OREGON POST OFFICE;252 BROOK STREET;OREGON;WI;53575;6088350894
OSHKOSH MAIN POST OFFICE;1025 W. 20TH AVENUE;OSHKOSH;WI;54903;9202360627
OSSEO POST OFFICE;50669 HARMONY ST.;OSSEO;WI;54758;7155972018
PARDEEVILLE POST OFFICE;107 INDUSTRIAL DR.;PARDEEVILLE;WI;53954;6084294331
PRICE COUNTY CLERKS OFFICE;126 CHERRY STREET RM 106;PHILLIPS;WI;54555;7153393325
PLATTEVILLE POST OFFICE;85 S. COURT ST.;PLATTEVILLE;WI;53818;6083482181
PLEASANT PRAIRIE WI POST OFFICE;4225 101ST  STREET;PLEASANT PRAIRIE;WI;53158;2626946013
PLYMOUTH POST OFFICE;302 E. MAIN ST.;PLYMOUTH;WI;53073;9208928859
OZAUKEE COUNTY CLERKS OFFICE;121 W. MAIN ST.;PORT WASHINGTON;WI;53074;2622388110
COLUMBIA COUNTY CLERK OF COURT;400 DEWITT STREET;PORTAGE;WI;53901;6087429642
CRAWFORD COUNTY CLERK OF COURTS;220 N. BEAUMONT RD.;PRAIRIE DU CHIEN;WI;53821;6083260209
PRAIRIE DU CHIEN WI POST OFFICE;120 S. BEAUMONT RD.;PRAIRIE DU CHIEN;WI;53821;6083266914
PULASKI POST OFFICE;306 S ST. AUGUSTINE;PULASKI;WI;54162;9208225666
FOUR MILE STATION;2635 FOUR MILE ROAD;RACINE;WI;53404;2626817866
RACINE COUNTY CLERK;730 WISCONSIN AVENUE;RACINE;WI;53403;2626363482
WEST RACINE STATION POST OFFICE;1300 PERRY AVENUE;RACINE;WI;53406;2626321008
RHINELANDER POST OFFICE;156 S. COURTNEY STREET;RHINELANDER;WI;54501;7153696813
RICE LAKE POST OFFICE;14 E. EAU CLAIRE ST.;RICE LAKE;WI;54868;7152343553
RICHLAND CENTER MAIN POST OFFICE;213 N. CENTRAL AVENUE;RICHLAND CENTER;WI;53581;6086472060
RIPON POST OFFICE;220 BLACKBURN ST.;RIPON;WI;54971;9207483287
RIVER FALLS POST OFFICE;208 N. 2ND. ST.;RIVER FALLS;WI;54022;7154258483
VILLAGE OF ROCHESTER CLERK - TREASURER;300 W. SPRING ST.;ROCHESTER;WI;53167;2625342431
SCHOFIELD POST OFFICE;5404 NORMANDY ST.;SCHOFIELD;WI;54476;7153593464
SHAWANO COUNTY CLERK OF COURT;311 N. MAIN STREET;SHAWANO;WI;54166;7155269347
SHEBOYGAN COUNTY CLERKS OFFICE;508 NEW YORK AVENUE;SHEBOYGAN;WI;53081;9204593003
SHEBOYGAN POST OFFICE;522 N. 9TH ST.;SHEBOYGAN;WI;53081;9204582353
SHEBOYGAN FALLS POST OFFICE;108 MAPLE ST.;SHEBOYGAN FALLS;WI;53085;9204676510
SHOREWOOD POST OFFICE;1620 E. CAPITOL DRIVE;SHOREWOOD;WI;53211;4143322241
BURNETT COUNTY CLERK;7410 COUNTY ROAD K, #105;SIREN;WI;54872;7153492173
SOMERSET POST OFFICE;750 RIVARD STREET;SOMERSET;WI;54025;7152473551
SOUTH MILWAUKEE POST OFFICE;2210 10TH  AVE.;SOUTH MILWAUKEE;WI;53172;4147620601
MONROE COUNTY CLERK OF COURT;112 S. COURT ST.;SPARTA;WI;54656;6082698745
SPOONER WI POST OFFICE;704 N. FRONT ST.;SPOONER;WI;54801;7156358716
PORTAGE COUNTY CLERK OF COURT;1516 CHURCH ST.;STEVENS POINT;WI;54481;7153461364
STOUGHTON POST OFFICE;246 E. MAIN ST;STOUGHTON;WI;53589;6088779020
STURGEON BAY POST OFFICE;359 LOUISIANA STREET;STURGEON BAY;WI;54235;9207433297
STURTEVANT POST OFFICE;2849 WISCONSIN STREET;STURTEVANT;WI;53177;2628864104
SUN PRAIRIE;1715 LINNERUD DR.;SUN PRAIRIE;WI;53590;6088340952
COUNTY CLERK DOUGLAS COUNTY WI;1313 BELKNAP ST;SUPERIOR;WI;54880;7153951341
SUPERIOR MAIN POST OFFICE;805 BELKNAP ST.;SUPERIOR;WI;54880;7153947209
SUSSEX WI POST OFFICE;N63W23565 SILVER SPRING DR;SUSSEX;WI;53089;2622468395
THORP POST OFFICE;102 EAST SCHOOL STREET;THORP;WI;54771;7156695766
TOMAH POSTAL OFFICE;1000 N. SUPERIOR AVE.;TOMAH;WI;54660;6083725611
TOMAHAWK POST OFFICE;311 WEST WISCONSIN AVE.;TOMAHAWK;WI;54487;7154532831
TWO RIVERS POST OFFICE;1516 18TH STREET;TWO RIVERS;WI;54241;9207947014
VIROQUA POST OFFICE;119 E. JEFFERSON ST.;VIROQUA;WI;54665;6086373292
BAYFIELD COUNTY CLERK OF COURT;117 E. FIFTH ST., ROOM 107;WASHBURN;WI;54891;7153736108
WATERFORD POST OFFICE;218 N. MILWAUKEE STREET;WATERFORD;WI;53185;2625343255
WATERTOWN POST OFFICE;411 DODGE ST.;WATERTOWN;WI;53094;9202615929
WAUKESHA COUNTY CLERK;515 W. MORELAND BLVD #120;WAUKESHA;WI;53188;2625487010
WAUKESHA POST OFFICE;300 E. BROADWAY AVENUE;WAUKESHA;WI;53186;2626505388
WAUNAKEE WI POST OFFICE;101 N. KLEIN DR.;WAUNAKEE;WI;53597;6088504177
WAUPACA COUNTY CLERK;811 HARDING ST;WAUPACA;WI;54981;7152586200
WAUPUN WI POST OFFICE;400 EAST FRANKLIN STREET;WAUPUN;WI;53963;9203244111
MARATHON COUNTY CLERKS OFFICE;500 FOREST STREET;WAUSAU;WI;54403;7152611500
MARATHON COUNTY PUBLIC LIBRARY;300 NORTH FIRST STREET;WAUSAU;WI;54403;7152617240
WAUSAU WI POST OFFICE;235 FOREST ST.;WAUSAU;WI;54403;7152614231
WAUSHARA COUNTY CLERK;209 SOUTH SAINT MARIE STREET;WAUTOMA;WI;54982;9207870442
WEST ALLIS POST OFFICE;7440 W. GREENFIELD AVE.;WEST ALLIS;WI;53214;4142587964
WASHINGTON COUNTY CLERK - WEST BEND;432 EAST WASHINTON STREET;WEST BEND;WI;53095;2623354301
WEST BEND WI POST OFFICE;607 ELM ST.;WEST BEND;WI;53095;2623343299
WEST SALEM POST OFFICE;111 N. LEONARD ST.;WEST SALEM;WI;54669;6087861710
TREMPEALEAU COUNTY CLERK OF COURT;36245 MAIN ST.;WHITEHALL;WI;54773;7155382311
WHITEWATER WI POST OFFICE;213 W. CENTER ST.;WHITEWATER;WI;53190;2624732103
WILMOT POST OFFICE;30725 113TH ST;WILMOT;WI;53192;2628622728
WISCONSIN DELLS POST OFFICE;310 MINNESOTA AVE.;WISCONSIN DELLS;WI;53965;6082546412
WISCONSIN RAPIDS POST OFFICE;320 EAST GRAND AVE.;WISCONSIN RAPIDS;WI;54494;7154232150
WOOD COUNTY CLERKS OFFICE;COURTHOUSE - 400 MARKET STREET;WISCONSIN RAPIDS;WI;54495;7154218460
WITTENBERG POST OFFICE;101 W. VINAL ST.;WITTENBERG;WI;54499;7152532639
WOODRUFF POST OFFICE;610 VETERANS PARKWAY;WOODRUFF;WI;54568;7153565577
