facilityName;streetAdress;city;state;zipCode;publicPhone
PELHAM POST OFFICE;2960 PELHAM PARKWAY;PELHAM;AL;35124;2056638170
ST CLAIR COUNTY PROBATE OFFICE- PELL CITY;1815 COGSWELL AVE;PELL CITY;AL;35125;2053389449
RUSSELL COUNTY  CIRCUIT CLERK;501 14TH ST;PHENIX CITY;AL;36867;3342980516
PIEDMONT POST OFFICE;111 EAST LADIGA STREET;PIEDMONT;AL;36272;2564479061
FRANKLIN COUNTY CIRCUIT CLERK;410 N JACKSON AVENUE;RUSSELLVILLE;AL;35653;2563328861
CLERK OF CIRCUIT COURT JACKSON COUNTY;102 EAST LAUREL ST;SCOTTSBORO;AL;35768;2565749320
DALLAS COUNTY PROBATE COURT;105 LAUDERDALE STREET;SELMA;AL;36785;3348764830
SMITHS STATION POST OFFICE;2720 LEE ROAD 430;SMITHS STATION;AL;36877;3342977120
SUMMERDALE POST OFFICE;112 COUNTY RD 32E;SUMMERDALE;AL;36580;2519892541
SYLACAUGA POST OFFICE;1 S BROADWAY AVE;SYLACAUGA;AL;35150;2562454631
TALLADEGA COUNTY DISTRICT COURT;400 N NORTON AVE;SYLACAUGA;AL;35150;2562454352
SYLVAN SPRINGS TOWN HALL;100 ROCK CREEK RD;SYLVAN SPRINGS;AL;35118;2054913210
CLERK OF CIRCUIT COURT TALLADEGA COUNTY;148 EAST STREET NORTH;TALLADEGA;AL;35160;2567612102
TALLADEGA POST OFFICE;127 EAST STREET NORTH;TALLADEGA;AL;35160;2563628731
TRINITY POST OFFICE;1290 OLD HWY 24;TRINITY;AL;35673;2563531565
PIKE COUNTY JUDGE OF PROBATE;120 WEST CHURCH ST;TROY;AL;36081;3345661246
CLERK OF CIRCUIT COURT TUSCALOOSA COUNTY;714 GREENSBORO AVE ROOM 214;TUSCALOOSA;AL;35401;2053493870
UNIVERSITY OF ALABAMA FINGERPRINTING AND PASSPORT ACCEPTANCE FACILITY;325 KIRKBRIDE LN;TUSCALOOSA;AL;35401;2053482054
US POST OFFICE TUSCALOOSA;1313 22ND AVE;TUSCALOOSA;AL;35401;2053446080
CLERK OF CIRCUIT COURT MACON COUNTY;101 E ROSA PARKS AVE;TUSKEGEE;AL;36083;3347242614
LAMAR COUNTY CIRCUIT CLERK;330 1ST STREET NE;VERNON;AL;35592;2056957193
VESTAVIA HILLS LIBRARY IN THE FOREST;1221 MONTGOMERY HIGHWAY;VESTAVIA HILLS;AL;35216;2059780155
RANDOLPH COUNTY CIRCUIT CLERK;1 MAIN STREET;WEDOWEE;AL;36278;2563574551
ELMORE COUNTY CIRCUIT CLERK OF COURT;8935 US HWY 231;WETUMPKA;AL;36092;3345143116
